file,package,type,code,status,elapsed,output,R
out/programs/stringr/examples/str_count.Rd.R,withr,examples,NA,0,4.253,NA,dyntrace-gdb
out/programs/stringr/examples/str_detect.Rd.R,withr,examples,NA,0,0.16999999999999993,NA,vanilla
out/programs/stringr/examples/str_detect.Rd.R,withr,examples,NA,0,0.6589999999999998,NA,vanilla-gdb
out/programs/stringr/examples/str_detect.Rd.R,withr,examples,NA,0,1.3529999999999998,NA,dyntrace
out/programs/stringr/examples/str_detect.Rd.R,withr,examples,NA,0,3.945999999999998,NA,dyntrace-gdb
out/programs/stringr/examples/str_dup.Rd.R,withr,examples,NA,0,0.1679999999999997,NA,vanilla
out/programs/stringr/examples/str_dup.Rd.R,withr,examples,NA,0,1.3270000000000008,NA,vanilla-gdb
out/programs/stringr/examples/str_dup.Rd.R,withr,examples,NA,0,1.407,NA,dyntrace
out/programs/stringr/examples/str_dup.Rd.R,withr,examples,NA,0,3.152000000000001,NA,dyntrace-gdb
out/programs/stringr/examples/str_extract.Rd.R,withr,examples,NA,0,0.17300000000000004,NA,vanilla
out/programs/stringr/examples/str_extract.Rd.R,withr,examples,NA,0,0.8599999999999994,NA,vanilla-gdb
out/programs/stringr/examples/str_extract.Rd.R,withr,examples,NA,0,1.7840000000000007,NA,dyntrace
out/programs/stringr/examples/str_extract.Rd.R,withr,examples,NA,0,3.144999999999996,NA,dyntrace-gdb
out/programs/stringr/examples/str_flatten.Rd.R,withr,examples,NA,0,0.17200000000000015,NA,vanilla
out/programs/stringr/examples/str_flatten.Rd.R,withr,examples,NA,0,2.4780000000000015,NA,vanilla-gdb
out/programs/stringr/examples/str_flatten.Rd.R,withr,examples,NA,0,2.1229999999999993,NA,dyntrace
out/programs/stringr/examples/str_flatten.Rd.R,withr,examples,NA,0,3.2180000000000035,NA,dyntrace-gdb
out/programs/stringr/examples/str_glue.Rd.R,withr,examples,NA,0,0.20699999999999985,NA,vanilla
out/programs/stringr/examples/str_glue.Rd.R,withr,examples,NA,0,0.9370000000000012,NA,vanilla-gdb
out/programs/stringr/examples/str_glue.Rd.R,withr,examples,NA,0,2.9380000000000006,NA,dyntrace
out/programs/stringr/examples/str_glue.Rd.R,withr,examples,NA,0,4.405000000000001,NA,dyntrace-gdb
out/programs/stringr/examples/str_interp.Rd.R,withr,examples,NA,0,0.1770000000000005,NA,vanilla
out/programs/stringr/examples/str_interp.Rd.R,withr,examples,NA,0,0.6809999999999992,NA,vanilla-gdb
out/programs/stringr/examples/str_interp.Rd.R,withr,examples,NA,0,2.8500000000000014,NA,dyntrace
out/programs/stringr/examples/str_interp.Rd.R,withr,examples,NA,0,3.698999999999998,NA,dyntrace-gdb
out/programs/stringr/examples/str_length.Rd.R,withr,examples,NA,0,0.16999999999999993,NA,vanilla
out/programs/stringr/examples/str_length.Rd.R,withr,examples,NA,0,0.6579999999999995,NA,vanilla-gdb
out/programs/stringr/examples/str_length.Rd.R,withr,examples,NA,0,3.021000000000001,NA,dyntrace
